time_step,true_pos_x,pred_pos_x,error
609,-0.61,-0.58792233,-0.02207768
610,-0.59,-0.5718639,-0.018136084
611,-0.58,-0.55716527,-0.022834718
612,-0.56,-0.53864765,-0.02135235
613,-0.53,-0.518535,-0.011464953
614,-0.51,-0.49826875,-0.011731237
615,-0.49,-0.4759185,-0.014081508
616,-0.47,-0.45150813,-0.018491864
617,-0.45,-0.42649952,-0.023500472
618,-0.43,-0.40127715,-0.028722852
619,-0.4,-0.376331,-0.023669004
620,-0.38,-0.3476288,-0.032371193
621,-0.35,-0.32215908,-0.027840912
622,-0.33,-0.29361358,-0.03638643
623,-0.3,-0.2656003,-0.034399718
624,-0.27,-0.23780546,-0.032194555
625,-0.24,-0.20959595,-0.030404046
626,-0.21,-0.18355599,-0.026444003
627,-0.17,-0.15652648,-0.013473526
628,-0.14,-0.12928095,-0.010719046
629,-0.1,-0.088359445,-0.011640556
630,-0.08,-0.04423049,-0.035769507
631,-0.04,-0.0064821243,-0.033517875
632,-0.0,0.02767101,-0.02767101
633,0.03,0.060969442,-0.030969443
634,0.06,0.09344968,-0.033449683
635,0.09,0.12545362,-0.035453618
636,0.13,0.15782535,-0.027825356
637,0.18,0.19128382,-0.011283815
638,0.25,0.22750409,0.02249591
639,0.32,0.26991436,0.050085634
640,0.39,0.3182804,0.07171959
641,0.42,0.37168345,0.04831654
642,0.46,0.4043991,0.05560091
643,0.49,0.43630454,0.05369547
644,0.52,0.47156686,0.048433125
645,0.55,0.510363,0.03963703
646,0.55,0.55130404,-0.0013040304
647,0.55,0.587277,-0.037276983
648,0.55,0.6156628,-0.0656628
649,0.55,0.63641495,-0.08641493
650,0.55,0.65072405,-0.10072404
651,0.55,0.6601297,-0.110129714
652,0.55,0.6660669,-0.11606687
653,0.55,0.6696836,-0.11968356
654,0.55,0.6718193,-0.12181932
655,0.55,0.67304677,-0.123046756
656,1.04,0.67373574,0.36626422
657,1.07,0.7568666,0.31313348
658,1.09,0.8623227,0.22767735
659,1.12,0.9610933,0.1589067
660,1.15,1.0446842,0.105315804
661,1.18,1.1125689,0.06743109
662,1.21,1.1673384,0.042661667
663,1.24,1.2124383,0.027561665
664,1.27,1.2509934,0.01900661
665,1.3,1.2852762,0.014723778
666,1.32,1.317,0.003000021
667,1.34,1.346128,-0.0061279535
668,1.36,1.3731214,-0.0131213665
669,1.39,1.398824,-0.008823991
670,1.42,1.4280549,-0.008054972
671,1.44,1.4595871,-0.01958704
672,1.45,1.4855343,-0.035534263
673,1.47,1.5004127,-0.030412674
674,1.48,1.5017514,-0.021751404
675,1.5,1.4379104,0.062089562
676,1.51,1.4047014,0.10529864
677,1.52,1.5275108,-0.0075107813
678,1.53,1.6265904,-0.0965904
679,1.54,1.6600295,-0.12002957
680,1.55,1.6549525,-0.104952574
681,1.56,1.6377385,-0.07773852
682,1.56,1.6189202,-0.058920264
683,1.57,1.6027598,-0.032759786
684,1.57,1.5912497,-0.021249652
685,1.58,1.58369,-0.0036900043
686,1.58,1.5792361,0.0007638931
687,1.58,1.5784883,0.001511693
688,1.58,1.5800594,-5.9366226e-05
689,1.59,1.5828941,0.0071059465
690,1.59,1.5878967,0.0021033287
691,1.6,1.5933137,0.00668633
692,1.6,1.5997866,0.00021338463
693,1.6,1.6061817,-0.006181717
694,1.61,1.6121225,-0.0021225214
695,1.61,1.6186502,-0.008650184
696,1.61,1.6245754,-0.014575362
697,1.61,1.6296643,-0.019664288
698,1.62,1.6404474,-0.020447373
699,1.62,1.6517361,-0.031736135
700,1.62,1.6616217,-0.041621685
701,1.62,1.664919,-0.044919014
702,1.63,1.6651219,-0.035121918
703,1.63,1.665159,-0.03515899
704,1.63,1.6653894,-0.035389423
705,1.63,1.6658949,-0.03589487
706,1.63,1.6666372,-0.036637187
707,1.63,1.667463,-0.03746295
708,1.63,1.6744578,-0.044457793
709,1.63,1.6817459,-0.05174589
710,1.63,1.6879683,-0.05796826
711,1.63,1.6929686,-0.06296861
